sentence,label,dataset
非常喜欢...满意非常整体感觉很满意,1,jd
！不敢开屏幕拍照，色彩太高了，手机自动补光，照片都黑了,1,jd
买了几天，今天周末带回家给女儿玩，才发现后轮居然不亮！是坏的啊！*钱买个坏的，真晦气！,0,jd
挺多的，挺多的，挺多的，挺多的。,1,jd
小和尚的白粥馆适合休闲时间看看！,1,jd
不能不说的一次网购，自开始在京东购买商品以来，最近一段时间的购物是最烦心的，京东的服务和产品质量感觉和掏保差不多了。就说这次购买的防窥贴吧，居然给我寄的就是张保护膜，有*的保护膜吗？还不让退，后来又给我寄了一张防窥贴过来，效果一般，哪里是狼巢的，根本就是咔咔鱼的，京东上也有卖，才*元，真搞不懂这种商家京东都能收，消费者可以成就你，一样可以抛弃你，不说了，钻石会员有个毛用。,0,jd
没啥用，这样的东西没必要出现,0,jd
和以前买的不一样 不如意浅的亮,0,jd
我买的黑颜色。回来却是豹纹的。。怎么穿啊。。求给个说话,1,jd
这个书装帧还是很好的呢,1,jd
"物美价廉,儿子很喜欢",1,jd
东西并不好，存在严重质量问题,0,jd
京东的第三方卖家就是垃圾。上海发的货，没发石家庄，先发到甘肃兰州了。这是中通快递做的事。我就和商家、京东商城客服、中通客服联系。看怎么处理一下，但就是各种联系不上，京东客服一会是人工，一会是机器人。我感觉不想回答你了就机器人了。总之售后太差。这也是京东和***不让说)的差距所在。有问题找不到人，找到了人不能解答，一会儿是人，一会儿是机器。什么玩意儿。等到一个礼拜后货终于到了发现鞋的包装盒外就一塑料袋，经过半个中国的辗转运输，鞋盒子已经压坏了。估计经过快递小哥n多次的抛扔的结果。因孩子着急穿，也就收了。但孩子穿了后，这鞋夹脚。我勒个去。总结一下这次购物感受就是：京东的第三方卖家361服务、货品包装还有产品都不怎么样。中通是我所见过的快递中的公司中的奇葩。京东客服也是不知所云，推脱责任。这是一次完全失败的购物过程。再买东西，就到*、***去吧。供大家参考。,0,jd
给女神卖的 挺好的！,1,jd
我买了两条却给我发了一条，让我很生气。工作太度差！,0,jd
很棒的书，终于到手了！速度非常快！,1,jd
收到手链好失望，,0,jd
宏碁（acer）ATC705-N91 台式电脑 （四核i5-4460 4G 500G 2G独显 DVD 键鼠 Win8.1）23英寸\n购买时间：2015-09-17\n,1,jd
书的内容还可以   值得买,1,jd
没信用的卖家，提前问好了能开发票的而且答应有赠品，结果发来只有货，发票赠品全没有，联系了卖家说答应给重新发一份，这都11月了东西到现在没看到。,0,jd
还是实体店的实在一点吧，,0,jd
物流有点慢...其他还行 ,1,jd
资料不错，可买，,1,jd
中通快递都不打电话，根本就没收到，所以也不知道好不好，,0,jd
很次，很次很次很次很次很次很次。,0,jd
屏幕尺寸太小，不适合手机,0,jd
宝宝正好一周多，买了一套给她，她刚开始不怎么喜欢，后来没事自己翻，还能学到不少东西呢。,1,jd
很好&hellip;大小很合适&hellip;穿着挺舒服&hellip;京东&hellip;我力挺&hellip;希望能够越来越好&hellip;,1,jd
迪士尼发箍式米妮遮阳帽 女童太阳帽 儿童凉帽 带发齿 DN00011玫红米妮,1,jd
东西一般太硬了没敢用。,1,jd
很好用呀！容量很大！,1,jd
我是真的很有耐心的一个人，自从买了这个东东，我发现我的耐心原来没有底线！！！,0,jd
上边被上了红色染料，掉色严重,0,jd
作者谦虚，内容丰实。。不错的啊,1,jd
很给力的内衣啊，穿着很性感，也很舒服啊，店家的服务很给力啊，值得好评！,1,jd
物流太慢了！效果不明显！,0,jd
单喝苦，和牛奶喝才好点,1,jd
够强力，应该不用买多一块电，一电一充足够了。,1,jd
不怎么样，主要是工艺不好，因为当时要安装，没有办法退,0,jd
发货单号有了快递却追踪不到，结果被告知丢件；收到货后尺码不对；寄回去后快递系统明明已经收货还说快递代为签收；整个过程是我遇到最蜗牛的，再也不想买了,0,jd
根据我的判断，不是正品。与专柜正品的区别有：1，鞋底木质部分，用指甲一推（不是抠），就有油漆状物质脱落；2，鞋带抽拉过程中会带出碎屑；3，鞋面皮料切割处用指甲一刮，就会烂！4，皮质较硬，不够柔软！本人去了三个专柜，仔细对比后退货了！以上仅供剁手党们参考！,0,jd
角压坏了，侧脊污了,0,jd
不错啊不错啊不错啊啊\n,1,jd
穿着打球不错、赞一个,1,jd
还不错，但不是我喜欢的风格。,1,jd
买的是一半洗发露，一半是护发素，送来的全是护发素，洗发露没货了也不说一声，虽然没多少钱，卖家估计猜到买方因为钱少，懒得换了，所以欺骗买家。。。差评,0,jd
几块钱的货能买到这个价，简直就是坑货，小孩都不想玩,0,jd
穿上版型很好，面料不错，很满意 ,1,jd
送朋友了单位里用还不错,1,jd
还好，我女儿还没穿，质量还不错,1,jd
钱包不错，颜色漂亮，款式好看，质量不错，包装可以，物流很给力,1,jd
皮肤变得挺水润保湿不错哦感觉挺细腻皮肤无负担,1,jd
什么垃圾店铺啊，承诺的赠品居然不给发！打算让投诉的吧！？\n,0,jd
宝贝很好！多次购买了！还会再来！,1,jd
最失败的京东购物。,0,jd
买给老婆看的书，养生书。,1,jd
封面烂了，十几二十块的东西，懒得换了，看完就垫桌角了,0,jd
比超市便宜，送货速度快！穿起很软很舒服,1,jd
物流超慢，到了还不主动联系你，要自己去找。垃圾。,0,jd
不怎么样，一般般货。。。。。。,0,jd
店家发货很快，服务也很好，产品包装得很仔细，味道很好闻，用完之后头发没有那么油腻了，也没以前掉得多了，头皮也觉得没那么痒了，效果真的比我以前买的其他品牌的好，还会继续使用下去，全力推荐,1,jd
严重差评！速度太慢了！给朋友家儿子买的，人已经走了，货还没到！,0,jd
买个键盘不是说了送鼠标垫底吗？怎么没有，简直就是骗人的。,0,jd
东西很好，和我想象的一样，一直在用,1,jd
椅子寄了将近一个月这都不算事！关键三个腿长一个腿短，孩子怎么坐？？？？？谁能告诉我！！！！真心哭了！！！！！,0,jd
款式还行，尺码偏大\n裙子的裙头过大,0,jd
产品还可以，但是有点小，是否能换大一点的。,0,jd
快递像蜗牛一样慢，没有蒸蛋架,0,jd
很一般， 跟我以前买的味道不一样，下次不会再购入,0,jd
读完后对中世纪欧洲有了较为清楚的了解。不错啊！,1,jd
刚到手  看着还可以,1,jd
还不错，可以买，值得信耐,1,jd
不是我要的，不好,0,jd
外观漂亮大小合适背着舒适用着还行,1,jd
把上面的领子拆了很好看，也不各宝宝的脖子了，,1,jd
宝贝不错  花色好看   架子比想象的小,1,jd
挺实用的，还不错，字体大小合适,1,jd
京东速度挺快的不错哦！不知好不好用用了再来追平哦！,1,jd
是正品，手感很不错，看起来很高档，性价比很高，空间也很大，能装不少东西,1,jd
太差了，还弄得到处是，直接瞎了一双鞋子，而且来的包装都打开了，,0,jd
内裤包装盒不好 内裤也不好 根本不值,0,jd
收到货包装破烂，工具散落在黑袋子里，不值这个钱，跟客服投诉此事，也没有得到满意答复，一直告诉我贴完会很漂亮！差评！差评！,0,jd
第一次在京东买书，因为外面买不到所以只好上网买。没想到在京东买书因为市那么方便！,1,jd
用了一天都已经结疤了，很好,1,jd
这个名字看着就不错，不错，书是正版,1,jd
宝贝收到了，非常满意，质量也很好，很愉快的一次购物    ,1,jd
物流比较慢，底比较薄,0,jd
漂亮的绘本。。。。。。《八个宝盒，让孩子活出精采人生》 的作者提到要启蒙孩子的兴趣，必须:时时留心 ：多留心，能轻易找出孩子充满好奇的事物，引发他的兴趣，长时间下来也许会成为专长。不吝鼓励 ：以实际的语言及行动的鼓励激发孩子兴趣。弯下腰来 ：大人的世界太大，看不清孩子的视野。试着弯下腰，看看孩子的眼里有什么新奇的东西。听孩子的话 ：对父母而言的好路，未必是对路，还可能会造成孩子短路。当孩子有话要说，请静下来听他说心里话，因为，最了解他的还是他自己。适时奖赏 ：适时奖赏不是要求儿女因而成为大师，而是把事情做得更有趣，让自己开心。《八个宝盒，让孩子活出精采人生》 的作者提到要启蒙孩子的兴趣，必须:时时留心 ：多留心，能轻易找出孩子充满好奇的事物，引发他的兴趣，长时间下来也许会成为专长。不吝鼓励 ：以实际的语言及行动的鼓励激发孩子兴趣。弯下腰来 ：大人的世界太大，看不清孩子的视野。试着弯下腰，看看孩子的眼里有什么新奇的东西。听孩子的话 ：对父母而言的好路，未必是对路，还可能会造成孩子短路。当孩子有话要说，请静下来听他说心里话，因为，最了解他的还是他自己。适时奖赏 ：适时奖赏不是要求儿女因而成为大师，而是把事情做得更有趣，让自己开心。,1,jd
这个也叫战地吉普？质量版型面料跟街上打折几十的没区别，要买的注意点吧！,0,jd
你们店铺是骗子店，我11月在你们店铺换衣服，到现在都没收到,0,jd
因为搞活动买了很多书\n慢慢看吧,1,jd
非常失望 图片与实物严重不符 一点也看不出是值这个价钱,0,jd
很好用哈哈哈哈哈哈哈哈哈,1,jd
送货速度蜗牛中的极品，送货上面快递员还有加收我1块钱……不知道京东搞什么的,0,jd
应该不错吧！暂时放到那在！,1,jd
本来觉得还不错，但居然在书中发现了两三处排版错误，能忍？,0,jd
花一朵开的都没有，图片跟实物完全是两码事，实物很小一束，贺卡也没给，很失望,0,jd
东西本身没问题，可是我就没见过他妈发货那么慢的，太失望了,0,jd
真的很不错，快递非常快，快递小伙挺好的，很好,1,jd
用着挺不错的，价格合适,1,jd
价格实惠，就是味道挺大！,1,jd
算合身，但是有点薄。。。,1,jd
好好哈哈哈哈哈哈哈哈哈好好好,1,jd
东西挺好，后壳就是颜色不一致，有差别！！！！发货速度太慢，物流速度慢死！！！！！,0,jd
不错，大牌就是大牌，包装密封性很好,1,jd
这次京东购物真心恼火，商品先不说，说说物流，1月6下单寄往广西，在这期间时不时查看物流，1月12的时候看到我的单子居然在德阳被签收，瞬间懵了打电话客服，客服说查看什么原因给答复物流信息错误，13号14号会送到，人是讲信誉的诚信，今天15号截止15点前还是没有收到快件网上查看物流12号一到收件地址的邮政支行，13号不派送，14号不派送，看到这种情况多着急，就各种打电话咨询原因，打客服，客服说发的是邮政已经在收件地的分行了不理，然后自己查邮政客服打电话，那个电话比我们主席的电话还要难打，打了差不一个小时电话终于有人接了只给了个分行电话，然后开始打电话，打了二十多个电话没人接 最后接了就说我现在忙不方便，啪一声挂了我电话，最后不行只能拨打了邮政投诉电话才肯把我这个件处理，处理的结果是不送货上门要自提，让一个9个多月大的孕妇去自提，真心佩服他们的良心是被什么吃了，亲们你们要是要购买的话要记住他们发的是邮政，邮政是自提不送货上门的，准妈妈们要留个心眼呀,0,jd
非常好的一本书\n实务实干,1,jd
料子和款式很好，喜欢,1,jd
质量一般，插孔插不严。还到处飞尘屑。,0,jd
垃圾物流，没见过这么慢的，给圆通打电话都没人接，货到北京四天才拿到，真心是垃圾，,0,jd
书的包装不满意，角的地方破损。,0,jd
还没正是看，不过看他卖相已经很好啦！,1,jd
什么东西，挂坠少一个链子还是断的，太长就不说了，一星都不想给！！！！建议大家不要购买！,0,jd
是为了配合客厅的风格买了装饰用的，材质还可以，只是颜色有些色差，比照片里面要深色一些。,1,jd
不好用，操作按键不方便,0,jd
还不错，可以第一次用。。,0,jd
忘记买卷1了，还得再来一次唉,1,jd
买回来几天拉链就坏了，,0,jd
十分建议别买，第一次买的时候发现有痕迹，叫退货它却变成了换货，音频线不能输出音乐，价格贵的要死，还不如买个几十元钱的，而且退货的快递还要我自己出，服务太度超差，请大众别买纽曼公司的产品。,0,jd
包包是真皮的，很好，,1,jd
鞋子里面掉颜色，老公说穿得不舒服,0,jd
不怎么好，色差太大，将就穿吧。,0,jd
买了不到一个月手机一直白屏，也无法关机，售后客服是24小时不在线的！,0,jd
夏天很舒服，不热就好,1,jd
549买过最差的衣服，谁买谁后悔，售后一塌糊涂,0,jd
包包比较小 用的还可以,1,jd
看活动介绍说，截止到11月14日，满100返100券。我是在14日中午拍下的，拍的时候页面也明确有红字标注，参加满返活动。但是确认收货后，却始终没有给返券，今天给客服咨询，客服说，确切时间是到13日凌晨12点，不是到14日。。。。多让人无语，截止到14日，应该包括14日好吗？？？？堂堂京东商城，用得着玩文字游戏吗？有种上当的感觉，同时瞧不起京东一下。,0,jd
价格b实惠，挺不错的。,0,jd
买啦不小心点到确认收获，才到第三家拣检货待交圆通快递，今天第二四天还不到，查圆通快递也没有记录！！！请问这算啥,0,jd
好东西...值得买。包装也很贴心。,1,jd
够不够10个字啊一二三个,1,jd
东西不错，效果理想，送人的,1,jd
包装看着很不错，茶还没喝，应该也可以吧,1,jd
东西很一般，就那样，音量调不了。,1,jd
价格实惠...没什么味道。后排位置脚垫有点大,1,jd
是正版，书角有磨损，这么贵的书只用一方便袋装太不负责任！,0,jd
鞋子很美观，很舒适，穿上立马高了不少。,1,jd
这包装让我看上去绝对是山寨，我也是醉了。。。,1,jd
说实话  黏黏的  总感觉变质的一样,0,jd
差评 插的无线器用着用着自己冒烟了！！！并没插很长的时间！还好家里有人看见了！！不合格的东西 ！而且液体别的机器也能用，插雷达上也能用,0,jd
买了这么久了还没到是不是被骗了,0,jd
活动时买的，超值，赞一个,1,jd
商品，物流双给力，价格也便宜！,1,jd
不直这个价钱，买来都是坏的,0,jd
丛书名：黄冈小状元暑假作业商品编码：11233992作者：黄玉萍，罗明霞，陈凤梅，等出版社：龙门书局版次：5装帧：平装纸张：胶版纸印刷时间：2013-04-01印次：11页数：52正文语种：中文开本：16开\n我的一天\n快乐作业 1\n快乐作业 2 \n快乐作业 3\n快乐作业 4\n快乐作业 5\n\n美丽的三峡\n快乐作业 6\n快乐作业 7\n快乐作业 8\n快乐作业 9\n快乐作业 10\n\n有趣的武汉\n快乐作业 11\n快乐作业 12\n快乐作业 13\n快乐作业 14\n快乐作业 15\n\n飞天梦想\n快乐作业 16\n快乐作业 17\n快乐作业 18\n快乐作业 19\n快乐作业 20\n假期活动汇报\n参考答案,0,jd
还好还好哈就行了好好,1,jd
非常垃圾的商品，后悔,0,jd
太薄了吧，根本不像一个书包，包装来的时候像一件衣服那么薄，还味道特别重！,0,jd
这个味道不行，有问题，以为这牌子糖果不错，这次买坚果，原来潮汕做坚果是不行的,0,jd
这内裤真垃圾变形太厉害了一次性的,0,jd
挑了一个还比较贵的价格买的，结果买回来就这样，太不负责任了吧，这么大的坏的地方都看不见吗,0,jd
魅族手机是不错，很棒。不过这物流太垃圾了，到了两天也没人派送,0,jd
跟图片不符，缝隙又大,0,jd
挺不错的，很大声也没有杂音，感觉蓝牙音箱的信号不错，连接手机听歌相当稳定 ，值得购买,1,jd
不建议买，估计是快过期了，出油了。伤品牌,1,jd
垃圾东西没有一点用麻蛋的 还说能去油膜 用了是一样的,0,jd
活动价，超级便宜，打羽毛球时带着挺舒服。,1,jd
快递太慢了！11月3号下的单，11月13号才收到！货分两个箱子寄来，货单却只有一部分，太粗心！东西还没用，希望不会让人失望。,1,jd
包装已被打开，坏了一个！只是证明下。,0,jd
好是好但是不懂怎么玩\n,0,jd
衣服码偏小，不值这个价啦！,0,jd
这书不知道放哪了，上面那么多的灰尘，从仓库发出来不知道把灰尘擦擦吗！,0,jd
说送的东西，一个都没有,0,jd
太小了  我才90斤都穿不下，裤腰做的太不合理了 ，,0,jd
好吃，货真，价格贵些，,1,jd
质量还行，就是太小了点，送货挺快的,0,jd
还蛮大一盒的，不错，可以,1,jd
衣服还行，就是换了三次都没换好，就退货咯,0,jd
跟商场买的味道不一样。,0,jd
终于收到了！历经千辛万苦啊！,1,jd
有的人对你好，是因有的人对你好，是因为你对他好，有的人对你好，是因为懂得你的好。为你对他好，有的人对你好，是因为懂得你的好。,0,jd
今天加了两只硒鼓，打印都很清楚，就是一定要换芯片，大家一定要注意，我没换芯片的时候打印不成的！,1,jd
真的真的一直在京东买书，就算有一次书页破损了也一直没有改变过，可是今天就因为一个激活码毁了我对京东的好感！我只是需要一个有用的激活码，这也是我买的商品的一部分！然而客服除了抱歉什么也不会说！如果可以我也会退货的，可是考虑的麻烦的退货手续，浪费的学习时间，我就当自己最后一次被京东宰了。希望京东好自为之，至少书籍是不会在你家买了，太隔应人了！,0,jd
送给儿子的，他一直穿这个品牌的。,1,jd
不给开发票，别买，不怕上当你就买,0,jd
实物跟图片完全是两个样，@大家，千万不要上当，不要以为我忽悠你们，我是真实买家，我要准备退货了，黑心的商家，糟心啊，第一次上这个当。,0,jd
酒精味儿太大啦，第一次用手指有点儿过敏了，后来就好了，擦的挺干净的。,1,jd
很好，很实用，理论性有一点,1,jd
给小朋友买的说很好很实用,1,jd
一点都不好用，而且有点丑！,0,jd
口感好，已经是第二次购买了，物有所值！,1,jd
东西不错孩子一直在喝,1,jd
比双立人差多了，上次买了一款双立人的，不慎丢失了。这款好看，但不好用。,0,jd
给孩子的买的，物理老师指定阅读！,1,jd
很惊喜:更香旗舰店独特的快递包装设计的很友爱。让人心里暖暖地。茶叶的外包装精致简洁。清新的风格能一下把我们带回向往的大自然。茶叶紧结重实、清香。以前在北京时就喜欢更香的茶叶。味道还是一样。非常好。泡上一杯又回到北京的记忆。,1,jd
买了几双了，还不错，就是不怎么耐穿，易掉皮,1,jd
不咋的，有点假货味道,0,jd
比想像中差很多，很失望。,0,jd
"服务太差,,服务太差，服务太差！送个货送了十几二十天，人回了老家，快递也不通知，直接放在物业，回来后申请退货，客服不搭理，服务太差！",0,jd
额的默默默默模具兔兔图,0,jd
物流不是一般的慢，还不更新物流,0,jd
我儿子很喜欢很好玩不错,1,jd
这哪是水晶产品呀,0,jd
物美价廉，袜子穿着很舒服，很满意的一次购物。,1,jd
书损坏了，纸质很差，,0,jd
买回来 很后悔  纸张跟盗版差不多\n,0,jd
学中医的朋友值得阅读，特别是搞中医临床的朋友,1,jd
正在用，效果还没有显现出来呢,1,jd
鸟，大码的货到手就是小码的，骗人。。。。。。。。。。。。。。。。。。。。。。。,0,jd
外观非常好，价格也不高的。,1,jd
已使用，电量差不多。,1,jd
有色差，刚买完没收到货就降价了，还有满减，联系客服也不搭理，发票也没给开，非常不满意的一次购物。,0,jd
味道太鲜美了，蚊子熏跑了，人也没了,0,jd
有瑕疵！怀疑是别人退货！,0,jd
不推荐，色差和配色均有问题。只能随便用用，蓝色绿色分不清，不是搞笑吗,0,jd
效果很好，但面积有点小，覆盖不全。第二次买了。,0,jd
味道好可口～闪闪润润～喜欢！,1,jd
买的有点失望，颜色淡，为什么拍照那么好看，颜色能不在鲜点,0,jd
早教书，真的没什么新意，估计我们每个做父母的都能编出一本。这本比我期待的要差，内容简单，占空间还大，精美的排版就是衣架子，这样一般的内容根本撑不起来，不相称嘛,0,jd
是正品孩子喜欢，有点小贵,1,jd
　　《全e国职业院校技能大赛系列丛书：电子商务技能z备赛指导E（中职电J子商务M项目）》是&ldquo;T全国职业院校技Z能大,1,jd
太好看了，大爱啊！我自己就给弄好了！,1,jd
一次失败的交易，买到手，在家里的地板上试了一下，卡脚，退货被拒收，说我把轮子弄脏了，我也是无语了。\n我吸取教训，也请看到我评价的网友们，注意了，千万别在京东上买第三方的产品，退换货太麻烦，还退不成，只能吃哑巴亏。,0,jd
这个球收到的实物和图片介绍不一样，图片介绍的包装是黄色，实物包装是蓝色，客服也在不线，反正不知道是什么原因。这个球质量目测还是可以，但打的时候，球有点飘，不稳定。,1,jd
绝对是假货，不仅拿到的速度极慢。给卖家发了很多次消息都没有回复。包包一股臭塑料味，假货不要紧但是不要糟践大众的智商，线头和胶没处理好是其次，连个起码的商标都没有，这算什么？钱懒得去退了，就当喂狗。祝愿店家在新的一年死全家。,0,jd
比较全面，适合备孕的女性看的,1,jd
没有黑色还不说清楚！又买了个没用的东西！真是无语了&hellip;&hellip;,0,jd
不错的，挺全面哈，就是错字太多了，校对干啥吃的？,1,jd
一如既往的好，一直给妹妹用露安适，简直甩花王几条街！这里买还比商场优惠有赠品！,1,jd
买了500多的东西，配的赠品没收到，还让我拍照。还让我下次下订单时补发我。请问你家货有多好呀，还再次光顾，就这态度以后不会买了。赠品不要了，你留着发财,0,jd
气味太大，没有附带专用海绵，建议别图便宜了，不要买这个。,0,jd
商品不错，物流是韵达，绝对垃圾中的战斗机！扣3星就是因为垃圾物流韵达！,0,jd
人家要的是带心的的耳环你们送的是什么还要评价,0,jd
我看完才来评价的，这本书也很不错1,1,jd
真的不想说，就是评分很高，又是自营的，我才买的，一直很相信京东，结果，过年的时候买回来一直没用，最近才发现是坏的。来了一句，维修，自己出运费，客服问多了根本就不想理我。。。。。买几十块钱的东西，我还得花十几元运费去寄过去维修。,0,jd
书是正版的、外包装也行、快递送货及时,1,jd
这发货速度，我也是醉了，,0,jd
差评，售后联系快半个月了，一点动静都没有，卖完东西不管了,0,jd
面料很舒服，尺码也很合适物流非常快，我很满意.,1,jd
东西很满意，稍微有点破，也是正常，校花也没有那么完美的，,1,jd
买前请慎重啊啊啊啊啊啊啊啊啊,0,jd
实用，价格优惠，称心满意的购物。,1,jd
色差大的有些离谱，不过质量还好&hellip;,0,jd
内容简单易懂，值得购买,1,jd
很好，手感舒服，二次购希诺，大牌。,0,jd
卖家挺好的，质量还不错，喜欢,1,jd
质量还可以，感觉线不是纯棉的,1,jd
本来买的是秋椤结果送来的是百日草，花盆更差，上面的花都是粉粘上的，拿到的时候还往下掉，很难看，另外也不像图片上有两个。,0,jd
差评！！图片误导顾客，图上是草席，拆开之后变成枕席。,0,jd
好好好包包我非常喜欢和商家描述的一样,1,jd
随时可以翻阅，了解幼儿的心理,1,jd
衣衣的实物和照片一样。很性感    ,1,jd
产品不好，山寨版，一点都放大不了，还说放大60倍。,0,jd
做工挺好，大小也很合适,1,jd
商品就不评价了，只说说这个快递吧，从下单到收到货，用了7天的时间，这样糟糕的购物体验，还想做大，京东好好反思一下吧，别只会忽悠！吹牛！,0,jd
还行，纸卷太小，略贵！,1,jd
超差，不知道什么鬼，一旋转冒出来的是黄水，跟第一次买的包装都不一样,0,jd
自己购买储存，具体口味得过较长时间才知道。,1,jd
东西收到了 质量不错哦 挺好的\n,1,jd
收到货开箱就不能用，直接退货处理，,0,jd
帮老婆买的，快递真够慢的等了6天才收到货。从广州到中山等了4天才到什么快递啊！慢就算了快递员服务态度也太差了，要他等几分钟还很不情愿的表情，什么快递公司我是第一次碰到！鞋子现在还放我这没穿，老婆要上班等了5天还没到回厂了，真是郁闷的一次购物！希望质量可以的话心情会好点！,0,jd
无良商家！！！LED灯管T8日光灯0.6米买了2根和几个节能灯到货后包装严重损坏，找商家换他们要求邮寄回灯管一格21邮寄费至少药20！！整个扯淡 以后这家的货都不能买,0,jd
和外面摊头上买的几块钱十双一样的！,0,jd
&hellip;&hellip;不适合新手，但是不错,1,jd
鞋子到了，还不错，不过买给我邮鞋带\n,0,jd
6D，24~105镜头非常适合，没想到，三角包也这么大容量，还可以装一些小配件。,1,jd
配送实在太慢了十多天才送到，连电话号码也扰错了&hellip;,0,jd
东西收到，女儿喜欢，就是价格感觉小贵了一点,1,jd
颜色差异很大，版型太小，跟实际不相符合,0,jd
质量不错，比帮宝适的好,1,jd
很差好差两下就没电?,0,jd
讲的很详细 过程都有图片~一些制作大同小异就是换了换材料~\n能不用烤箱只靠平底锅做饼干很神奇啊~\n不过家里连平底锅也没有 买了煎烤机来做可可饼干...\n煎烤机小火也还是太大~看来还是不适合~\n对没烤箱的新手很有指导意义~以后买了烤箱也一样使用呀~,1,jd
送到、回家拆开，封面边皮已破。一个字，旧货。,0,jd
小包太小了，不是特别适用，大包还可以,1,jd
可以，就是书太小了，需要有待改进,1,jd
珠子颜色与图不符、珠子上还有裂文、,0,jd
防伪码查不出，网址进不去，短信发了没回应，电话一直转接然后没人接听，不知道真假。。。。,0,jd
东西收到了.包装很好.是正品.，客服的服务很好\n,1,jd
对这产品不满意，固定在自行车上会移动。手机根本固定不住，手机掉了好几次。,0,jd
初中阶段是培养数学运算能力的黄金时期，初中代数的主要内容都和运算有关，如有理数的运算、整式的运算、因式分解、分式的运算、根式的运算和解方程。初中运算能力不过关，会直接影响高中数学的学习：从目前的数学评价来说，运算准确还是一个很重要的方面，运算屡屡出错会打击学生学习数学的信心，从个性品质上说，运算能力差的同学往往粗枝大叶、不求甚解、眼高手低，从而阻碍了数学思维的进一步发展。,1,jd
打开一看，4个杯子，3个杯口朝下，一个朝上，当时就嘀咕是不是会有问题，结果仔细一看，杯口朝上的杯子底部有明显几处瑕疵，这么便宜的东西懒得换了，给个差评，提醒大家以后注意下，这个牌子明显不地道。买表。,0,jd
冰丝凉席一点不凉快！而且尺寸比床垫小一圈。,0,jd
非正品，物流慢，不满意。,0,jd
有不给星的选择吗,0,jd
第一次用台湾版的，感觉不错，跟在专柜买的没什么区别,1,jd
质量好，颜色正，一直都是穿这个牌子的,1,jd
显示有货，却5天才到！果断差评！,0,jd
大小合适，棉质布料，穿着舒服。,1,jd
一次性买些小东西，还不错,1,jd
日期临近，所以是漏风的。第一次上京东买的薯片是这样的 浪费了*钱~,0,jd
保温效果很好，晚上放的水，早上还是热的！,1,jd
这个也一般，价格还贵，有点路边货的感觉,1,jd
物流太慢，买了一个星期才到，镜子也没有图片那么合适，空好大位置！密风度也不够，,0,jd
差评！！！！！物流太慢了！！！太慢了！！太慢了！！,0,jd
不是很满意、像不锈钢一样、物流超慢、下次不买了、第一次如此不满意,0,jd
实物和网上的图片相差太大了，不透气！,0,jd
搓的一比吊糟，再也不买了，女朋友都超级生气了,0,jd
不错，用起很舒服。。,1,jd
衣服大小可以，裤子就短了，穿一次裤子上的扣子就掉了，还有衣服起球太厉害,0,jd
蛮好的，唯一不足就是有点小。。。,1,jd
书包不错  但是店家太坑了  我章丘的  从济南发货用了4天  我开车来回只用2小时  包评分高  店家超级低评,0,jd
这个颜色很好看！，大爱，质量也很好，等天气暖和就可以穿了~~,1,jd
不错，黑轴的用起来手感不错。,1,jd
太差劲了，后悔，浪费钱呀,0,jd
一般吧，比风扇好一点点，同时使用两块冰晶就凉快一点点，风力还是不够强。,0,jd
我于12月10日订单，货在13日收到但两双装变为一双装，我当天于东方鞋印联系，他们答印退一双款，但要我签收后办。至今已一个多星期了，款未到，钱不多信誉不佳，京东应给我答复。,0,jd
惠普（HP）C6578D 78号彩色墨盒（适用PSC750 Officejet5110 v40）,1,jd
很合适，舒服轻盈，比较透气，满意,1,jd
买回来还没有看，送快递的人不咋地，态度不好,1,jd
收到后就体验了一下，感觉不错，前挡大约能持续一星期，车窗玻璃可以很久有效，也许是雨刮片试用的情况,1,jd
裤子太薄了。。。,0,jd
书籍给客户买的，内容相信没什么大问题。物流保护的太烂了，书角都有各种破损,0,jd
还不错，就是我穿的码大了,0,jd
非常好不是一般的好啊啊,1,jd
用过才知道，怪不得电蒸箱现在市面那么少    嵌入为什么东西，高端的代表，即使500块的微波炉换一个嵌入外壳也可以卖个5k 。美的（Midea）TPN26MSS-SSL 26L 家用嵌入式纯蒸炉 电蒸箱电蒸炉 .换个普通的壳也就能卖个500.高端的价格见不到高端的技术。果断退了。,0,jd
太差劲了，送货速度慢，物件小，CDK也不知道在哪领。 后悔莫及啊,0,jd
骗子店家，大家别上当，拿到的衣服里面根本不是鸭绒，是丝绵之类的东西，太坑人了，极为失望的一次网购,0,jd
价格很优惠 款式也不错,1,jd
还不错，解释很详细，是真题！,1,jd
质量太差，不直这个钱。,0,jd
满意比平时拍大一码,1,jd
这套书是我看到的关于采购的最好的教材，赞一个！,1,jd
神奇的蜂蜜，就是太贵了,1,jd
杂志铺售后服务太烂了，再也不用了！,0,jd
裤型很不好，穿在身上感觉提不上去，裤裆太大了，跟图片完全不是一个样，退货了还要自己出运费。很不爽！,0,jd
录音时间太短，不到五秒。做工不太好。,0,jd
超级垃圾  不想说了,0,jd
质量还不错，纯棉的，样式也很好看 ,1,jd
东西粗糙，发货速度比蜗牛慢！差！,0,jd
严重的渗漏，不知里面的眼膜还能不能用，在京东最差的一次购物了！,0,jd
乐 途 20 16 新品运 动生 活系 列男子卫,1,jd
时间不准 调好了还是慢 一个晚上慢一个小时,0,jd
篮球质量很好，手感很好，价格便宜，好评,1,jd
